Account_No	Loan_ID	Started_year	Started_date	Current Loan Amount	Monthly Debt	Interest.Rate	Maximum Open Credit
ACC132943512	75525-35359	2019	3/17/2019	150788	14511.82	7.88%	652982
ACC132962175	15793-158605	2019	09/01/2019	135345	5646.23	15.58%	932734
ACC132975925	3997-146205	2019	02/01/2019	270116	16937.74	10.25%	441232
ACC133033131	75806-68443	2020	3/21/2020	135345	18255.2	11.14%	923252
ACC133036658	75716-95583	2019	08/05/2019	177144	9437.49	6.62%	256828
ACC133050675	75798-95900	2019	2/23/2019	585266	20686.44	15.96%	645854
ACC133064265	75826-96571	2019	9/18/2019	265320	13137.36	11.14%	564168
ACC133115712	75790-96396	2020	4/20/2020	75394	17317.55	12.18%	417274
ACC133133994	15559-158304	2019	2/22/2019	432168	18114.41	11.97%	378202
ACC133137771	22091-205050	2020	3/13/2020	324258	21133.7	17.27%	551034
ACC133156049	4384-253006	2019	5/27/2019	434236	19166.06	13.06%	574596
ACC133175223	4396-25548	2019	7/31/2019	457402	22362.24	13.49%	369578
ACC133201998	23123-226945	2019	12/18/2019	118030	4366.01	19.72%	1012132
ACC133214900	4716-103129	2020	4/17/2020	335258	25319.59	9.32%	551694
ACC13328353	4258-418	2019	10/31/2019	128678	23172.02	14.09%	133122
ACC133294990	4816-104227	2020	4/21/2020	167002	18040.5	15.27%	178178
ACC133295091	4573-96127	2019	3/16/2019	786104	52501.56	6.62%	3836580
ACC133300512	4757-104792	2019	5/17/2019	135345	33055.82	7.90%	495330
ACC133354308	4531-94623	2020	4/20/2020	291500	20317.46	10.59%	151470
ACC133390361	20683-199288	2019	6/14/2019	135345	20213.72	10.16%	374528
ACC133394053	4229-255943	2019	06/06/2019	39776	12255.38	15.27%	72908
ACC133422091	4430-18659	2019	9/19/2019	135345	12381.35	10.36%	375408
ACC133468686	17342-166924	2020	2/22/2020	194722	18215.3	10.16%	1228612
ACC13350442	20684-195385	2019	8/16/2019	328152	18027.77	15.80%	385308
ACC133528156	29167-249436	2020	02/10/2020	197516	10894.98	6.03%	654126
ACC133559102	4774-104085	2019	04/06/2019	29172	8850.96	13.11%	188012
ACC133610785	28767-250174	2019	7/22/2019	135345	9712.8	13.24%	888910
ACC133646849	4666-100575	2019	05/07/2019	229790	38795.72	15.31%	1068584
ACC133648886	28638-250199	2020	03/03/2020	162580	21805.35	15.23%	624140
ACC133689808	72218-28816	2019	1/23/2019	135345	15465.43	18.75%	301400
ACC133715414	4932-117888	2019	3/20/2019	773696	8120.03	13.11%	1162942
ACC133724799	4790-104208	2019	11/06/2019	135345	11671.51	12.87%	374946
ACC133734962	47180-256825	2020	2/25/2020	240966	25311.42	10.75%	438064
ACC133792569	4652-99940	2019	8/28/2019	609092	17049.46	18.49%	1479500
ACC133794978	4683-100798	2020	1/13/2020	166232	18532.98	15.62%	258918
ACC133797984	4238-914	2019	10/22/2019	135345	1359.83	7.29%	146124
ACC133840916	16117-167405	2020	3/29/2020	670538	28120	13.92%	279400
ACC133866438	4283-937	2019	7/19/2019	135345	19934.04	12.12%	479446
ACC133893173	4249-913	2019	05/11/2019	215798	3091.87	13.67%	43186
ACC134014181	75220-89640	2019	1/30/2019	206602	18622.28	10.99%	310024
ACC134015131	4245-912	2019	02/06/2019	335720	18375.28	9.76%	473572
ACC134018146	4240-895	2019	07/02/2019	135345	6295.84	14.33%	504064
ACC134019577	78061-118147	2019	07/10/2019	135345	17908.07	22.95%	216128
ACC134030374	4957-130970	2020	01/02/2020	301620	23867.23	7.90%	423896
ACC134036675	4484-88341	2019	12/02/2019	258500	28031.27	18.49%	638066
ACC134047990	4824-108289	2019	06/11/2019	283052	26472.51	10.16%	341770
ACC134048193	4517-93451	2020	01/08/2020	607926	23643.79	14.33%	440330
ACC134106360	4944-128924	2019	12/04/2019	446028	16083.88	19.72%	446292
ACC13412901	24210-234044	2019	10/30/2019	531850	6547.97	10.65%	1202542
ACC13415389	4649-99938	2019	10/08/2019	355454	24123.35	7.90%	377828
ACC134190591	75626-76440	2020	2/16/2020	492536	21146.43	7.62%	736890
ACC134223640	70089-116694	2019	4/29/2019	140096	12406.43	21.48%	292930
ACC134231217	4768-104194	2019	6/25/2019	107448	4804.53	19.69%	242660
ACC13426305	4268-943	2019	5/24/2019	184492	14099.33	13.23%	408078
ACC134290745	17650-168364	2019	01/10/2019	483010	27394.01	11.14%	1235366
ACC134298784	4516-93218	2020	3/18/2020	132374	38903.07	16.00%	825088
ACC1343229	29392-253445	2020	03/03/2020	105842	10381.6	7.43%	538428
ACC134337284	15726-162824	2020	01/04/2020	267586	25318.26	22.78%	578688
ACC134340392	4922-107288	2020	03/06/2020	342144	10577.49	13.99%	564344
ACC134412216	4788-104697	2019	3/31/2019	475332	11702.86	15.31%	414546
ACC134422094	4287-919	2019	07/09/2019	384648	26081.3	6.62%	413314
ACC134440842	16466-157825	2019	10/28/2019	206074	11385.56	14.33%	182842
ACC13444566	4960-130968	2019	2/13/2019	248952	31023.58	10.37%	151140
ACC134461990	15700-162804	2020	3/19/2020	540628	27778.95	11.14%	778404
ACC134477434	20172-201624	2020	04/03/2020	322652	11048.31	18.25%	188958
ACC13454640	17218-142624	2019	08/02/2019	193996	8246.95	11.71%	530860
ACC134564180	21590-206647	2019	6/17/2019	87648	5313.73	14.09%	356840
ACC134599348	19795-184746	2019	6/22/2019	781088	22999.69	10.74%	769758
ACC134629760	28424-250200	2019	11/21/2019	621918	20947.12	12.21%	784278
ACC134633001	25138-234064	2019	08/12/2019	431948	25109.26	10.99%	1356740
ACC134653224	19805-182184	2019	08/07/2019	448734	16742.42	10.37%	2539526
ACC134691443	4277-915	2020	04/05/2020	319374	12721.64	14.11%	200024
ACC134726124	28644-250181	2019	07/02/2019	135345	14482.37	15.96%	1432090
ACC134730425	4696-101662	2019	3/14/2019	133914	17243.45	15.31%	58014
ACC134757335	15908-154985	2019	09/04/2019	286968	20066.66	6.03%	1109218
ACC134782574	4856-116265	2019	03/02/2019	568392	34006.58	7.49%	682396
ACC13481994	4701-102160	2019	07/08/2019	756602	48618.34	14.65%	1787280
ACC134824005	72200-1964	2019	06/12/2019	431948	10258.67	10.16%	529166
ACC134841385	28322-250206	2019	3/29/2019	479490	28344.77	8.90%	438372
ACC13486027	4414-20599	2019	03/03/2019	135345	19462.46	23.76%	529518
ACC134889016	4387-23529	2019	4/27/2019	135345	14977.51	14.96%	683518
ACC134906337	16700-166264	2019	06/04/2019	117876	11014.3	10.00%	157872
ACC134923332	15604-157547	2019	12/05/2019	352418	8204.39	17.27%	585574
ACC134954712	4905-110264	2019	5/24/2019	408540	21027.11	8.90%	335566
ACC134959894	12125-152237	2020	4/16/2020	300388	25750.32	14.33%	369798
ACC134963903	75972-106123	2019	7/15/2019	327800	19627.57	12.12%	1058750
ACC134977419	4572-9633	2020	1/24/2020	135345	21153.08	20.49%	1207206
ACC134978723	4424-61800	2019	6/25/2019	188672	3127.21	10.99%	96580
ACC134984831	4850-104701	2019	04/01/2019	546876	24642.62	12.69%	214698
ACC135005461	29443-253504	2020	2/21/2020	225126	15165.23	18.55%	333498
ACC135025083	28652-250205	2019	03/04/2019	450208	12536.01	22.47%	945758
ACC135049777	4772-104228	2019	09/02/2019	328658	20133.16	11.14%	983378
ACC135076514	28458-250246	2020	1/29/2020	171622	6221.93	7.62%	199474
ACC135098821	3620-144025	2020	03/06/2020	399630	28946.5	18.64%	687632
ACC135153169	4803-97529	2019	11/04/2019	365178	10514.79	21.49%	318296
ACC135161809	4350-2078	2019	6/18/2019	351296	45129.56	7.90%	297990
ACC135176959	4318-249544	2019	11/12/2019	86218	12721.07	18.79%	158202
ACC135233732	4556-94105	2020	1/17/2020	460284	13225.52	12.68%	542564
ACC135234445	19841-199684	2019	7/31/2019	618398	16403.65	14.09%	1901482
ACC135286715	17411-171644	2019	12/12/2019	135345	21371.96	15.31%	525536
ACC135327343	4319-1832	2020	3/23/2020	179256	6208.63	10.28%	344960
ACC135342440	27142-142364	2019	10/24/2019	132330	10730.06	8.90%	132308
ACC135368546	4962-132004	2019	06/05/2019	69982	4362.59	14.65%	293040
ACC135424836	4980-138085	2019	02/03/2019	324500	19915.8	16.29%	547624
ACC135428479	4607-98090	2020	03/06/2020	643500	20377.5	15.96%	1422190
ACC135450825	72168-17096	2019	5/27/2019	756140	24208.85	19.03%	553366
ACC135488281	28380-250209	2020	05/05/2020	172370	20737.74	11.14%	558052
ACC135505653	17908-186224	2020	4/24/2020	671616	28013.6	11.14%	544126
ACC135536225	4307-1033	2020	1/15/2020	262790	10339.04	17.14%	1524138
ACC135559046	4645-99110	2019	11/05/2019	135345	11193.28	6.03%	628188
ACC135559133	74991-103263	2020	2/28/2020	292952	18388.58	15.80%	143770
ACC135561756	74993-103264	2019	8/13/2019	380050	18249.69	15.80%	835076
ACC135562152	4621-95876	2020	04/01/2020	360998	17126.98	7.90%	557898
ACC135568791	72124-3628	2020	3/19/2020	768856	29026.87	13.11%	470514
ACC135576595	74992-102425	2019	8/13/2019	135345	30159.84	7.51%	808676
ACC135586865	27133-154144	2019	06/05/2019	354530	15730.86	16.29%	1055912
ACC13560558	4720-103563	2020	1/17/2020	218350	7020.69	10.59%	406252
ACC135624063	17624-176765	2019	1/22/2019	135345	13927	6.99%	478676
ACC135633368	75438-106189	2019	11/14/2019	112904	12259.18	10.59%	122540
ACC135661959	4232-772	2019	2/22/2019	135345	10126.81	21.48%	429616
ACC135696880	29903-254004	2019	6/21/2019	244310	24732.49	10.38%	716760
ACC135699040	4386-23787	2020	4/18/2020	118184	7349.01	12.12%	278454
ACC135709600	24222-232704	2020	12/29/2019	68244	2744.74	6.62%	160380
ACC135721267	47181-251744	2019	08/01/2019	319572	33020.86	13.49%	408672
ACC135752997	4206-529	2019	4/29/2019	422092	11653.84	13.99%	651882
ACC135763004	21673-202869	2019	4/18/2019	67320	7031.9	8.49%	112222
ACC135813026	15917-156684	2020	03/10/2020	343486	3785.37	12.12%	285912
ACC135827960	4246-899	2019	12/31/2018	132814	26074.27	17.27%	153098
ACC135879360	4862-115264	2020	01/08/2020	218416	12798.59	10.62%	194326
ACC135896966	17181-170464	2020	01/06/2020	436788	7691.01	10.38%	510928
ACC13590689	23247-228144	2019	03/06/2019	135345	7990.83	10.16%	366894
ACC135927319	4263-964	2019	01/06/2019	43890	6269.24	11.14%	957638
ACC135950534	21883-215124	2019	05/12/2019	173646	13949.61	14.65%	195294
ACC136016841	4636-255353	2019	2/21/2019	438372	18314.48	12.69%	545776
ACC136022088	4217-790	2020	03/03/2020	44924	1668.39	12.12%	179982
ACC136034648	15409-154170	2019	6/30/2019	257840	15448.9	16.49%	328724
ACC1360568	15724-162664	2019	9/14/2019	757152	26778.41	17.77%	445192
ACC13607221	22866-225584	2019	10/30/2019	522456	44290.71	15.31%	598774
ACC13608167	16982-173365	2019	11/29/2019	337766	16276.73	13.72%	1203598
ACC136093597	27933-220484	2019	03/03/2019	440836	28338.88	21.97%	838882
ACC136097503	19664-198964	2019	12/04/2019	324104	22084.08	12.12%	538340
ACC136142696	4363-8506	2019	3/18/2019	116138	5421.08	13.67%	257048
ACC136143032	4509-93344	2019	10/31/2019	558866	27233.84	17.27%	635778
ACC136194430	4374-12001	2020	3/26/2020	529496	13646.37	13.30%	174460
ACC136203664	20682-200387	2019	9/16/2019	189244	6106.98	10.74%	321332
ACC136224846	29957-252286	2020	04/02/2020	131538	26538.44	10.83%	861916
ACC136232942	25370-240804	2019	3/25/2019	135345	24384.98	14.09%	499290
ACC136247613	4766-105713	2020	4/23/2020	239360	9819.2	16.77%	581218
ACC136250246	4486-89940	2019	05/02/2019	519178	17281.45	13.99%	361350
ACC136267738	4306-1593	2019	11/16/2019	187726	16964.91	13.67%	318296
ACC136287472	4312-1520	2019	07/08/2019	78452	22507.21	14.27%	267960
ACC136319444	4667-100881	2019	11/27/2019	427328	23172.78	13.11%	203302
ACC136331170	4276-936	2020	1/20/2020	105798	7138.49	7.90%	235862
ACC136343740	22295-202870	2020	4/28/2020	326744	27653.55	13.11%	568106
ACC136379821	4802-104798	2019	2/27/2019	43824	12111.36	19.99%	131516
ACC136405043	28651-250177	2019	6/18/2019	336006	9111.83	7.90%	1321518
ACC136414287	4208-524	2020	3/27/2020	213664	8028.45	11.48%	191246
ACC136417154	4207-525	2019	7/15/2019	64460	3508.73	14.11%	125906
ACC136439505	4830-108885	2019	2/23/2019	135345	3504.55	14.33%	255618
ACC136447171	4227-532	2020	1/26/2020	76670	6487.17	13.11%	48444
ACC136455644	22839-224105	2019	3/29/2019	200706	12352.66	16.29%	164934
ACC136460495	26578-239004	2019	07/11/2019	208582	26150.65	18.64%	1182654
ACC136463402	4998-138145	2019	06/07/2019	137610	8615.93	14.33%	298804
ACC136488093	16867-167024	2019	6/23/2019	206690	22737.49	14.09%	140844
ACC136527649	22838-224385	2019	4/26/2019	135345	9442.43	8.90%	189090
ACC136546294	27007-240848	2019	3/13/2019	540518	27360.19	10.37%	2817760
ACC136652577	4095-108287	2019	11/26/2019	347688	9439.96	14.09%	287650
ACC136662078	4402-2830	2020	03/06/2020	134464	26965.75	17.51%	167926
ACC136697357	19792-198926	2019	11/01/2019	211508	13090.62	11.14%	108526
ACC136791968	17220-168432	2019	2/17/2019	175934	3763.52	13.49%	221540
ACC13681279	17771-181624	2020	02/11/2020	396506	13491.71	22.47%	96866
ACC136826232	15631-158804	2019	08/06/2019	770616	50414.03	13.67%	1039214
ACC136844774	23691-216124	2020	3/21/2020	143352	11868.16	5.42%	377740
ACC136851842	4703-102543	2019	10/12/2019	242748	8887.44	7.62%	242880
ACC136854527	4719-101643	2019	8/16/2019	65230	5686.7	15.62%	243298
ACC136863040	7160-149825	2019	09/05/2019	265716	11959.36	11.71%	594858
ACC136863635	28462-250204	2019	1/31/2019	135345	6993.52	18.30%	421256
ACC136930057	4497-90784	2019	11/19/2019	387244	4285.45	8.49%	403062
ACC136937953	22078-206624	2020	3/18/2020	304678	28972.34	13.11%	685014
ACC137038890	15689-162706	2019	8/19/2019	751300	72600.71	9.99%	2128522
ACC13709173	22038-217044	2019	01/04/2019	135345	31694.28	14.27%	1225268
ACC137109361	4251-768	2019	5/14/2019	334158	9003.91	17.27%	316316
ACC13710979	19507-192004	2019	9/26/2019	213378	10135.36	6.17%	379984
ACC137114434	4585-95347	2019	10/01/2019	314688	8736.01	21.28%	808258
ACC137134792	4805-106581	2019	09/07/2019	191686	13510.14	17.77%	527010
ACC137174482	23092-227684	2020	4/28/2020	135345	16919.12	17.77%	889834
ACC137185348	4929-125664	2020	2/29/2020	323840	15112.98	11.71%	716870
ACC137188738	25747-242317	2019	10/11/2019	348612	19247.19	15.31%	427218
ACC137246749	4598-97256	2019	1/29/2019	135345	9416.02	14.96%	743666
ACC137309321	20837-203524	2020	2/19/2020	265760	15002.21	10.62%	766502
ACC137310490	16078-166544	2019	7/16/2019	106766	22034.87	11.71%	226996
ACC137376657	16140-163744	2020	02/03/2020	109890	6056.63	13.11%	158180
ACC137386376	4613-98127	2019	1/18/2019	356444	4368.67	8.90%	222816
ACC137448379	5161-135184	2020	3/24/2020	221716	20940.28	10.25%	262130
ACC137454017	13035-154156	2020	03/01/2020	510488	14971.05	15.80%	1232308
ACC137482965	24248-235750	2020	4/22/2020	352000	6726	17.27%	570064
ACC137507732	4295-1016	2019	8/30/2019	74272	10186.85	13.98%	763290
ACC137546186	20622-203445	2019	02/10/2019	135345	27693.45	13.75%	643478
ACC137603740	4525-93920	2019	6/14/2019	215666	2982.62	13.06%	196262
ACC137619597	4801-106847	2019	9/25/2019	108240	24788.35	12.12%	700260
ACC137653174	4765-105711	2020	04/10/2020	263714	14547.54	7.62%	775654
ACC137678017	27978-248317	2019	11/08/2019	436480	19790.4	7.88%	530222
ACC137706731	4841-109906	2019	10/06/2019	439868	13556.69	13.11%	5191098
ACC137714130	25703-213566	2020	3/19/2020	433928	13740.99	15.31%	1001660
ACC137756498	4540-95071	2019	9/30/2019	356422	15321.22	6.62%	446226
ACC13777328	18199-184327	2019	11/06/2019	544346	3511.77	15.27%	337612
ACC137819928	47988-253946	2019	3/19/2019	440220	17336.74	10.36%	330418
ACC137827611	4518-93219	2020	1/27/2020	394174	22990.19	11.12%	507958
ACC137925417	22836-224386	2019	6/28/2019	259512	25861.47	13.99%	534270
ACC137929453	28646-250128	2019	1/30/2019	222002	11690.13	7.49%	217536
ACC137930268	4300-884	2019	10/29/2019	90090	27695.16	18.64%	479952
ACC137945439	4270-186347	2019	3/19/2019	218020	6403.38	13.11%	377322
ACC137952694	6028-138146	2019	11/21/2019	197472	17357.07	19.91%	700128
ACC138009201	4606-97784	2019	8/20/2019	717794	26346.54	18.25%	771804
ACC138016361	4226-771	2019	2/18/2019	216414	11816.86	7.90%	357390
ACC138024412	24209-236145	2019	4/13/2019	112706	14489.59	17.27%	332772
ACC138035380	4361-1347	2019	4/25/2019	135345	11353.26	15.21%	302676
ACC138040883	3845-145984	2019	03/07/2019	215512	9325.39	10.99%	206712
ACC138069489	22438-212524	2020	3/23/2020	429220	25515.86	13.99%	682132
ACC138076977	4507-93328	2020	1/19/2020	445456	53859.68	13.49%	598972
ACC138146836	23244-228105	2020	3/22/2020	274780	7562.19	12.99%	347644
ACC138173915	23246-219069	2020	04/03/2020	99594	13371.82	11.71%	669812
ACC138191431	8178-146684	2020	01/10/2020	263626	29459.5	10.74%	973852
ACC13821614	4804-106564	2019	07/03/2019	264924	16713.92	6.17%	793804
ACC138248838	27009-242505	2020	3/25/2020	213356	6306.1	18.49%	224422
ACC138294493	23325-228024	2019	10/12/2019	268664	27462.41	8.90%	635558
ACC138308962	4777-104186	2020	03/03/2020	263274	6065.75	13.11%	337392
ACC138339934	4309-1664	2019	09/02/2019	174108	10567.42	8.90%	169752
ACC138349271	25624-238965	2019	08/06/2019	506264	21405.97	11.71%	505868
ACC138379995	19842-199404	2019	06/04/2019	482944	11618.88	7.62%	254540
ACC138426151	4581-96731	2020	2/19/2020	350592	33590.1	7.90%	471240
ACC138445466	28656-250184	2020	03/10/2020	32406	10204.9	18.62%	0
ACC138454438	27130-106119	2019	8/23/2019	454058	9805.33	17.77%	1040798
ACC138514792	47992-257165	2020	4/16/2020	352880	28772.46	24.33%	702328
ACC138534001	4524-93176	2019	5/29/2019	335060	20983.6	13.11%	598862
ACC138550800	4459-85822	2020	02/07/2020	266992	1441.15	13.11%	398992
ACC138580750	22369-219025	2019	05/03/2019	403172	11443.89	12.12%	504108
ACC138581074	17340-174104	2020	2/26/2020	284328	23039.4	9.91%	332706
ACC138582131	4869-117170	2020	2/27/2020	242528	13451.43	19.99%	404052
ACC138587331	4646-98483	2020	01/07/2020	135345	20496.25	12.99%	596376
ACC138611886	4427-55359	2019	06/11/2019	328614	9193.72	23.76%	271722
ACC138612372	4448-67903	2020	3/18/2020	157410	8739.05	10.74%	114664
ACC13864496	4798-104189	2019	09/05/2019	472450	17952.72	10.38%	699248
ACC138646260	4718-100794	2019	11/01/2019	772552	19038.95	11.86%	2057660
ACC138676961	4210-531	2019	8/23/2019	171710	12203.13	6.54%	379412
ACC138700556	23689-232644	2019	11/24/2019	240240	19689.7	13.11%	618002
ACC138731751	19474-181945	2019	6/22/2019	44088	12719.36	7.90%	154198
ACC138776832	20991-207444	2019	2/21/2019	224730	3879.42	15.31%	574112
ACC13880106	4870-110432	2019	10/03/2019	135345	26461.11	7.90%	404866
ACC138813683	4832-126325	2019	9/13/2019	190806	10936.21	6.03%	171336
ACC138889015	4863-117166	2019	1/26/2019	225280	7717.61	18.75%	430584
ACC138908977	4220-765	2019	9/24/2019	324830	12955.91	19.05%	753346
ACC138911524	25829-242624	2019	10/09/2019	752686	16018.71	7.90%	481580
ACC138930164	28645-250244	2019	02/04/2019	112442	23206.03	10.38%	193314
ACC138939582	4831-103578	2020	12/30/2019	520608	23913.97	14.09%	3256132
ACC138944906	4859-115935	2019	9/21/2019	172040	11134.19	9.76%	562628
ACC13894736	15977-156245	2019	05/10/2019	396792	15627.88	18.25%	452034
ACC13900688	15928-162584	2020	4/23/2020	215138	11424.7	9.76%	393844
ACC139022515	4296-250015	2020	3/21/2020	345664	17958.42	16.40%	311212
ACC139044007	4209-527	2019	6/25/2019	37752	11446.74	10.16%	205480
ACC139052839	4711-103342	2019	8/14/2019	156266	21734.86	17.99%	495154
ACC139080363	28327-250126	2019	4/16/2019	197714	7209.93	15.23%	1129722
ACC13910526	4460-67901	2019	04/02/2019	629860	35438.99	13.16%	1798720
ACC139123792	19550-195624	2019	12/08/2019	281644	17788.18	15.80%	1419044
ACC139165688	16997-177184	2019	3/29/2019	135345	41910.96	16.29%	1487420
ACC139183988	4874-115910	2020	03/07/2020	549890	18226.89	11.49%	575102
ACC139191310	4254-586	2019	2/15/2019	257950	19299.63	7.90%	268884
ACC139337527	23090-212865	2019	02/08/2019	171820	3468.07	12.12%	118162
ACC139349298	26281-243832	2019	11/16/2019	321794	12536.58	6.17%	306636
ACC139353527	21387-211744	2020	4/16/2020	154506	5094.09	6.62%	309210
ACC139396328	16896-163444	2019	08/07/2019	182776	4698.32	14.46%	128964
ACC139396459	72457-7627	2019	2/15/2019	404404	6852.54	15.31%	692648
ACC139446317	4241-770	2019	1/18/2019	22198	2898.83	14.33%	239030
ACC139497121	28762-250887	2019	10/11/2019	113784	13429.77	14.33%	1705198
ACC139525211	21891-207467	2019	10/08/2019	310332	19574.94	10.59%	409464
ACC139532994	17922-173426	2019	07/01/2019	357808	24978.92	15.21%	470360
ACC139546605	4637-99042	2019	9/27/2019	130064	12558.43	8.49%	351362
ACC139554180	27173-152565	2019	6/19/2019	135345	3339.44	6.54%	118096
ACC139557727	25915-242945	2020	01/12/2020	757768	21739.42	23.91%	424578
ACC139563567	4455-84621	2020	02/01/2020	180180	37062.54	12.73%	308308
